years,kendall_tau,kendall_p_value,theil_sen_slope_m3s_per_year,theil_sen_lower_95,theil_sen_upper_95,pettitt_change_after_water_year,pettitt_statistic,pettitt_p_value
31,0.015053763440860218,0.9194760457503081,0.0033749999999998317,-0.5584444444444446,0.4794285714285714,2001,56.0,1.0
