antecedent_window_days,spearman_rho_peak_flow,spearman_p_value,spearman_bootstrap_lower_95,spearman_bootstrap_upper_95,partial_spearman_controlling_72h_rainfall,partial_spearman_bootstrap_lower_95,partial_spearman_bootstrap_upper_95,chronological_validation_mae_m3s,chronological_validation_rmse_m3s,chronological_validation_r_squared
7,0.07080518545156242,0.5352062928519206,-0.16278646361385057,0.28041065574009544,0.07867109990341857,-0.1569372563321697,0.2825927089651138,6.093739660586496,7.936641123020672,-0.570665132175052
14,-0.0045767147549918286,0.9680687762689718,-0.2509194250846611,0.2383719783465769,0.08872042415021796,-0.16332898093131495,0.3219411700629378,6.310364531616252,8.198943997348746,-0.676200465281352
30,0.1517132252824951,0.181973324871339,-0.060705164664111515,0.35202709843565194,0.1956296495420213,-0.011048377285018651,0.3937189796893764,6.2336891516508866,7.713787940637992,-0.4836979886735393
