years,kendall_tau,kendall_p_value,theil_sen_slope_m3s_per_year,theil_sen_lower_95,theil_sen_upper_95,pettitt_change_after_water_year,pettitt_statistic,pettitt_p_value
62,0.06559111575609072,0.4513297178449486,0.07300000000000002,-0.12387499999999996,0.24222727272727276,1980,323.0,0.15081745399781296
